18.6395,20.0253,18.7212,18.7888,18.5646,16.3059,15.4669,13.7508,13.8644,12.4447,10.1384,9.63344,8.64494,9.98606,8.70003,11.7903,15.2262,16.2211,15.434,13.3502,12.9513,12.22,12.0688,11.5839,11.4362,12.075,11.4024,13.2333,15.0769,18.8587,18.7054,17.0408,9.24182
17.6498,19.1388,19.2209,17.233,14.8431,13.3605,12.7522,12.4277,11.3576,10.89,9.85776,10.1555,10.2823,9.64475,15.9376,16.2693,15.7852,14.2827,13.0284,11.9898,11.7684,11.1392,10.897,10.638,11.5353,11.534,12.8652,13.3625,16.1426,16.1426,16.4904,16.4904,13.5406
19.1995,18.2983,16.2343,14.1607,12.9172,13.5809,12.0791,11.5839,10.0847,10.7884,11.6453,10.2718,14.0797,16.6633,16.2693,14.912,13.1939,12.6686,12.129,10.9017,10.0367,9.02715,9.23639,9.54378,10.658,13.0128,13.0922,13.854,15.1415,14.9849,15.7414,16.1909,15.7775
17.7222,15.3852,13.5054,13.4153,11.5935,11.9507,10.9898,10.4557,10.3221,12.1139,9.83045,14.7232,15.8483,14.912,13.0117,12.6534,12.0895,10.5929,9.49383,7.00501,5.99537,6.25844,6.7928,9.09547,11.6897,12.6429,13.9981,15.7347,16.2835,16.9708,17.6669,19.6959,19.5846
14.1594,12.463,11.8269,10.638,9.59912,10.043,9.75846,10.0159,12.0467,9.13831,13.5071,13.4495,13.4508,12.1657,11.1379,9.89854,8.18653,6.83601,3.3226,3.44735,4.4672,4.82614,6.31275,9.40365,11.5169,14.1048,16.0952,16.4327,17.215,18.4223,19.8364,21.2366,21.4419
10.2654,8.91403,8.75499,7.78322,8.0307,8.74916,11.3636,10.1084,8.66613,12.5656,11.9462,12.0085,11.41,10.34,9.55947,8.68109,5.69515,4.72023,4.40648,3.77178,3.40233,4.311,5.79682,10.2271,13.0699,15.5882,17.4485,18.0882,19.326,20.8018,21.9269,22.3873,22.3941
5.58686,4.77359,6.39423,8.63038,11.9256,11.2215,10.9496,11.0065,11.9318,10.7882,10.3778,10.712,9.19995,8.36534,7.54693,7.93922,4.40648,4.50029,4.88131,4.83802,5.83139,4.59494,7.59899,11.4889,14.7307,16.3199,18.5011,19.7393,22.7343,25.3729,27.4955,27.2321,34.7959
7.17925,8.64849,11.1853,13.2365,14.7118,7.69947,12.0338,11.2534,9.9873,9.71618,9.50231,8.80242,6.63753,6.40298,5.61899,4.95772,3.93217,4.16293,7.09826,5.4695,6.75175,6.24386,9.25743,13.6694,15.3849,16.9447,18.8701,20.3471,22.8212,24.961,28.3433,31.3197,34.0409
10.4358,12.186,13.9548,9.10939,10.6688,11.4455,10.2378,8.92217,8.08904,7.20342,8.57337,5.06116,4.78587,4.32334,3.74674,2.80696,3.93438,2.89009,1.51994,3.95663,8.48402,9.26021,12.2938,14.1673,15.3334,17.5146,19.5675,20.5341,23.7846,28.6666,29.562,30.0507,29.8842
9.79891,9.04169,9.29897,9.90607,9.9873,9.02398,7.89842,6.66014,5.25058,7.34267,6.48701,1.00927,4.14741,6.48106,1.08234,2.21727,1.72251,2.50948,2.92364,4.65984,9.25409,11.8944,13.8877,15.8282,15.5271,18.269,19.6973,21.9017,23.4942,27.0483,26.4619,27.9583,27.8706
